GENDER,CUST_ACCOUNT_CNT,CUST_SAVING_AMT,CUST_ASSET_AMT,CUST_DEBT_AMT,CUST_ACCOUNT_OPEN_CNT,OCN,age,INV-OR
1,35,400053.5,429144.75,0,79,3,68,0
1,1,43138.29,43138.29,0,2,8,58,0
2,1,1519.42,1519.42,0,2,8,60,0
2,2,304.25,304.25,0,2,0,42,0
1,5,48613.71,48613.71,0,5,8,57,0
1,2,2345.57,2345.57,0,2,0,51,0
1,5,113053.8,113053.8,0,5,4,40,0
1,1,13245.42,13245.42,0,2,4,41,0
2,5,9708.37,9708.37,0,18,8,50,0
1,3,38296.34,38296.34,0,5,8,40,0
1,6,338249.58,723402.24,0,24,8,43,0
1,3,6893.7,6893.7,0,3,0,49,0
1,7,5975.19,5975.19,0,7,3,56,0
1,4,138277.34,138277.34,0,5,3,56,0
1,5,45649.72,45649.72,0,5,0,61,0
2,17,23989.25,41747.67,0,46,8,47,0
1,5,17578.05,17578.05,0,8,4,42,0
1,3,6004.14,6004.14,0,3,1,48,0
1,6,104692.03,104692.03,0,7,8,58,0
2,4,170140.76,170140.76,0,12,8,55,0
1,1,22031.41,22031.41,0,1,0,59,0
1,10,108025.66,403017.55,0,17,4,55,1
2,8,113839.1,444626.25,0,20,4,54,1
2,12,23562.34,31025.7,0,15,8,45,0
1,10,273207.77,273207.77,0,15,0,44,0
1,1,33335.53,33335.53,0,1,0,50,0
2,24,245204.99,2881448.81,0,132,8,58,1
1,3,46769.68,46769.68,0,6,8,65,0
2,1,13697.43,13697.43,0,3,4,49,0
1,2,3265.64,3265.64,0,7,0,69,0
1,10,259824.88,259824.88,0,37,8,44,0
1,22,2036452.49,2140411.15,0,54,4,47,0
1,2,140158.81,140158.81,0,2,0,57,0
1,1,62307.64,62307.64,0,1,8,53,0
1,8,7962.69,17550.17,0,9,8,39,0
2,13,37619.56,44549.22,0,25,3,50,0
1,21,199439.87,199439.87,0,38,3,49,0
1,6,241.02,241.02,0,6,4,43,0
1,1,206.58,206.58,0,2,3,45,0
1,1,4111.81,4111.81,0,1,0,65,0
1,1,3854.46,3854.46,0,1,0,43,0
1,2,6388.18,6388.18,0,4,4,49,0
1,5,4269.99,4269.99,0,6,0,44,0
1,2,94616.69,94616.69,0,2,8,50,0
2,3,14516.15,14516.15,0,4,0,50,0
1,3,35830.51,35830.51,0,10,8,54,0
1,4,31457.15,252553.79,0,4,8,39,1
2,5,378009.85,378009.85,0,8,8,55,0
1,1,26301.36,26301.36,0,1,4,51,0
1,2,12093.59,12093.59,0,2,8,39,0
1,4,12490.64,12490.64,0,5,4,60,0
1,4,74304.91,74304.91,0,8,8,58,0
1,1,22450.59,22450.59,0,1,8,48,0
1,1,11335.22,11335.22,0,1,0,50,0
2,4,4022.86,4022.86,0,10,0,41,0
1,2,3999.79,3999.79,0,2,0,59,0
2,15,193007.74,871078.17,0,151,8,58,1
2,10,314937.46,2151964.28,0,49,8,51,1
1,8,333029.13,492778.46,0,32,8,46,1
2,12,225298.12,835198.05,0,54,4,48,1
1,1,116939.58,116939.58,0,1,0,47,0
1,1,741.57,741.57,0,1,0,42,0
1,9,51741.67,51741.67,0,24,8,57,0
2,2,1069.17,1069.17,0,2,0,60,0
1,6,38004.08,923006.82,0,38,2,48,1
1,5,46063.53,46063.53,0,29,4,47,0
2,3,11142.4,11142.4,0,3,4,47,0
2,8,232957.46,423215.13,0,16,8,48,1
1,3,182499.1,182499.1,0,4,0,50,0
1,2,22797.1,22797.1,0,2,0,67,0
2,5,13238.5,13238.5,0,6,4,51,0
1,2,6546.1,6546.1,0,4,4,54,0
1,1,6058.93,6058.93,0,1,8,39,0
1,1,27804.68,27804.68,0,1,4,45,0
2,11,204083.45,1139330.49,0,54,8,57,1
1,10,31913.05,31913.05,0,10,1,56,0
1,5,48430.08,48430.08,0,11,0,50,0
1,1,4912.12,4912.12,0,1,0,37,0
2,1,22313.46,22313.46,0,2,8,43,0
2,5,7060.52,7060.52,0,5,0,51,0
2,1,1705.43,1705.43,0,1,0,44,0
2,12,30470.25,311387.24,0,23,0,59,1
1,4,41006.49,41006.49,0,4,2,39,0
1,4,5376.38,5376.38,0,7,1,62,0
1,4,121297.5,774225.11,0,15,4,50,1
1,1,7734.7,7734.7,0,1,0,48,0
2,3,17277.65,17277.65,0,5,0,49,0
1,1,3944.35,3944.35,0,1,8,50,0
2,9,17603.8,17603.8,0,9,8,40,0
2,3,8019.11,500663.06,0,24,0,51,0
2,6,988.68,988.68,0,6,1,37,0
1,1,6829.98,6829.98,0,2,8,60,0
1,2,2525.41,2525.41,0,2,0,42,0
1,3,95155.15,95155.15,0,6,3,46,0
1,1,12994.14,12994.14,0,1,4,36,0
1,4,1650.53,126627.88,0,6,4,38,0
1,1,90560.46,90560.46,0,1,8,54,0
1,6,5410.62,5410.62,0,6,4,46,0
2,13,41921.74,1556997.56,0,46,4,49,1
1,3,13368.4,13368.4,0,5,8,49,0
1,2,10265.94,10265.94,0,3,0,46,0
1,2,5370.79,5370.79,0,2,8,50,0
2,2,79495.64,79495.64,0,6,0,50,0
2,15,35688.38,35688.38,0,29,2,48,0
1,3,8287.55,8287.55,0,3,0,53,0
1,5,6124.09,6124.09,0,5,0,47,0
1,2,3046.92,3046.92,0,3,0,37,0
2,2,5725.46,5725.46,0,2,8,39,0
1,10,34013.83,144528.04,0,25,8,53,1
2,5,1224.77,1224.77,0,6,8,38,0
1,16,3504.59,710405.99,0,33,8,70,1
1,1,2398.78,2398.78,0,1,8,45,0
2,5,1652.39,1652.39,0,5,0,40,0
1,2,307445.23,307445.23,0,2,8,39,0
1,16,111214.04,1428067.3,0,50,8,63,1
1,3,853.18,172283.63,0,4,8,40,1
2,12,113201.58,131597.76,0,18,8,45,0
1,6,128778.56,480110.24,0,14,4,41,1
1,1,955.89,955.89,0,1,0,48,0
2,2,4361.51,4361.51,0,2,0,56,0
1,2,1613.1,1613.1,0,2,0,42,0
2,1,3014.06,3014.06,0,2,8,63,0
1,4,15175.77,15175.77,0,4,8,43,0
1,2,1045.72,1045.72,0,2,0,49,0
1,1,5594.74,5594.74,0,2,0,61,0
2,11,57360.86,139763.71,0,11,4,39,1
1,18,75379.54,586202.23,0,52,4,47,1
2,11,641132.73,6344999.31,0,56,3,44,1
2,1,825.44,825.44,0,1,0,49,0
1,5,463.77,463.77,0,5,8,49,0
1,2,3780.52,3780.52,0,3,0,48,0
1,1,11663.44,11663.44,0,1,0,44,0
1,10,25163.33,199497.03,0,20,8,47,1
1,5,28408.41,229463.2,0,6,4,56,1
1,3,31519.6,31519.6,0,3,4,54,0
1,1,1312.88,1312.88,0,1,0,55,0
1,8,83863.71,891011.21,0,10,4,46,1
1,3,1686.08,1686.08,0,3,0,52,0
1,2,1237.25,1237.25,0,3,0,66,0
1,13,65030.25,65030.25,0,24,8,65,0
1,10,63972.63,514112.86,0,21,8,49,1
1,3,4081.77,4081.77,0,10,0,62,0
2,10,53904.36,596271.21,0,44,8,48,1
1,1,21581.45,21581.45,0,1,4,57,0
2,23,470649.5,1160514.61,0,47,8,51,0
2,10,423463.57,423463.57,0,10,8,47,0
1,2,3731.24,3731.24,0,2,0,58,0
1,2,20651.28,20651.28,0,2,0,53,0
1,1,162588.78,162588.78,0,2,0,33,0
1,6,39341.89,634824.04,0,25,8,77,1
1,4,58782.21,58782.21,0,10,8,65,0
1,2,1519.41,1519.41,0,3,3,53,0
1,2,9140.06,9140.06,0,2,0,61,0
1,1,51583.45,51583.45,0,1,0,54,0
1,1,30.87,30.87,0,1,2,39,0
1,4,109646.77,109646.77,0,11,0,48,0
1,4,25591.58,25591.58,502291.67,4,1,51,0
2,3,11224.15,11224.15,157716.45,6,8,36,0
1,1,1670.8,1670.8,0,2,4,57,0
2,4,103547.14,103547.14,0,37,4,40,0
1,4,24681.29,24681.29,0,4,4,48,0
2,1,851.55,851.55,0,3,0,48,0
1,2,154038.47,154038.47,0,2,0,54,0
1,9,496890.16,496890.16,0,9,4,48,0
1,8,157627.53,157627.53,0,10,8,50,0
1,1,678.85,678.85,0,1,0,50,0
2,7,2135.66,8641.3,0,7,8,54,0
1,12,508089.33,1720310.1,0,37,4,67,1
1,1,18146.36,18146.36,0,1,4,35,0
1,2,875.58,875.58,0,3,4,50,0
1,4,4090.24,54333.96,0,6,8,64,0
1,12,172419.94,172419.94,0,35,0,48,0
2,17,224896.64,1169736.88,0,51,8,51,1
1,3,26864.73,26864.73,0,3,0,52,0
2,9,535.7,535.7,0,20,3,59,0
2,14,520176.52,6325160.9,0,108,4,55,1
2,9,59384.06,121091.56,0,10,4,49,0
2,2,246485.49,246485.49,0,2,4,49,0
2,3,12378.17,12378.17,0,10,8,44,0
2,9,2255.55,2255.55,0,13,8,60,0
2,3,203132.94,203132.94,0,3,8,45,0
2,11,91809.47,145671.1,0,26,8,45,1
2,1,47678.3,47678.3,0,4,8,43,0
1,4,47437.91,47437.91,0,4,3,44,0
1,3,42052.31,42052.31,0,3,0,44,0
2,3,10055.35,263956.89,0,6,8,39,1
1,8,27899.54,27899.54,0,10,4,54,0
1,6,212288.46,212288.46,0,7,4,49,0
1,4,1988.96,1988.96,0,5,4,54,0
1,4,8502.34,8502.34,0,9,0,46,0
1,1,3380.15,3380.15,0,1,0,50,0
1,1,4628.61,4628.61,0,1,8,52,0
1,3,560628.88,560628.88,0,3,0,42,0
1,11,165086.93,165086.93,0,14,4,51,0
1,1,6770.65,6770.65,0,1,4,40,0
2,12,356.32,25075.3,0,16,8,60,0
2,11,271504.63,1761443.46,0,151,8,43,1
1,2,8459.65,8459.65,0,2,4,50,0
1,5,104737.34,104737.34,0,7,4,44,0
2,1,3102.35,3102.35,0,1,0,50,0
2,6,1148918.99,1148918.99,0,10,8,50,0
1,4,17465.41,17465.41,0,4,8,47,0
1,5,2582.24,2582.24,0,5,0,51,0
2,1,1632.87,1632.87,0,1,8,50,0
2,2,131089.41,1806740.17,0,6,4,51,1
1,1,2870.39,2870.39,0,1,0,64,0
1,4,127773.23,127773.23,0,4,0,63,0
1,4,10883.3,10883.3,0,34,8,67,0
1,2,1383.41,1383.41,0,2,8,58,0
1,5,1040.78,83287.95,0,6,4,38,0
2,2,1175.53,1175.53,0,2,0,43,0
2,1,12412.98,12412.98,0,1,3,39,0
2,6,7649.34,7649.34,0,12,6,37,0
2,4,1606.45,1606.45,0,7,8,79,0
2,2,513.64,513.64,0,7,8,42,0
2,8,7215.32,924799.48,0,20,4,36,1
1,2,6150.62,6150.62,0,3,0,39,0
1,2,531.73,531.73,0,2,0,38,0
2,1,616.92,616.92,0,1,0,36,0
1,2,10856.12,10856.12,0,2,0,39,0
1,6,543726.71,543726.71,0,6,0,39,0
1,9,202263.81,557894.42,0,29,8,57,1
2,1,2733.67,2733.67,0,1,0,47,0
1,17,16574.45,16574.45,0,29,4,51,0
1,3,3022.77,3022.77,0,3,3,33,0
1,1,6954.98,6954.98,0,1,8,55,0
1,1,1131059.54,1131059.54,0,1,6,56,0
2,5,681407.73,681407.73,0,8,0,74,0
2,2,378.51,378.51,0,4,0,30,0
1,1,3948.96,12628.69,0,2,0,41,0
1,1,708.4,708.4,0,1,0,39,0
1,6,10292.07,10292.07,0,9,0,38,0
2,5,2039.9,202524.15,0,8,8,33,1
1,1,2329.25,2329.25,0,1,0,59,0
1,9,183436.32,1282886.18,0,35,8,45,1
2,7,78322.77,115939.9,645668.2,18,3,42,0
2,1,17827.43,17827.43,0,1,3,36,0
1,2,719.87,719.87,0,3,8,41,0
1,6,408798.32,408798.32,0,11,8,49,0
2,2,301.11,109114.55,0,3,0,45,0
1,1,616.94,616.94,0,1,2,47,0
2,1,54753.49,54753.49,0,1,8,40,0
2,6,341676.63,341676.63,1671100.66,43,1,37,0
1,3,372086.02,372086.02,0,23,0,45,0
1,0,0,0,0,2,8,50,0
2,4,6685.59,6685.59,0,4,8,46,0
1,2,21593.36,21593.36,0,11,0,44,0
1,1,539.1,539.1,0,1,0,57,0
1,1,62061.56,62061.56,0,1,4,56,0
1,2,4823.89,4823.89,0,3,0,50,0
1,2,318.65,318.65,0,2,0,39,0
1,7,2430.56,2430.56,0,29,8,46,0
1,1,6057.16,6057.16,0,3,8,39,0
2,7,163394.6,414031.42,0,8,8,35,1
2,13,320720.01,320720.01,0,16,4,32,0
1,5,602786.9,662470.77,3016500,11,1,36,0
1,11,668844.22,668844.22,0,13,8,64,0
1,2,1589,1589,0,2,0,45,0
1,1,69506.46,69506.46,0,1,3,62,0
1,2,36321.84,36321.84,0,2,0,40,0
2,3,235621.98,235621.98,0,5,0,53,0
2,2,535.3,535.3,0,2,0,43,0
2,1,3386.51,3386.51,0,1,0,51,0
2,1,59706.79,59706.79,0,1,0,71,0
1,1,0.67,15698.64,0,1,0,52,0
1,2,10597.36,10597.36,0,2,0,57,0
2,3,1406.76,1406.76,100562.5,3,4,44,0
1,3,2400.98,2400.98,0,3,0,39,0
2,27,321888.33,1065311.82,0,73,8,48,1
2,2,7092.07,7092.07,0,14,8,38,0
1,6,4593.75,4593.75,0,6,4,40,0
1,2,244.66,244.66,0,3,0,34,0
1,1,12403.82,12403.82,0,1,0,57,0
1,8,14236.1,14236.1,0,11,2,34,0
1,5,11558.81,22651.58,151046.25,13,2,48,0
1,2,8886.71,8886.71,0,2,8,48,0
1,6,140529.92,140529.92,0,21,4,50,0
2,2,14253.63,30228.1,0,2,4,42,0
1,7,6205.4,6205.4,0,7,8,47,0
2,2,4156.15,4156.15,0,2,0,49,0
1,2,2331.13,2331.13,0,4,4,43,0
1,4,70734.8,70734.8,0,14,4,43,0
1,8,150851.6,150851.6,0,8,8,51,0
1,11,102912.62,191129.38,0,13,4,50,0
1,6,34297342.33,34297342.33,0,15,3,45,0
1,1,433.82,433.82,0,1,4,44,0
1,3,6820.8,6820.8,0,3,0,43,0
1,2,1171.99,1171.99,0,2,0,36,0
1,4,41131.35,41131.35,0,4,8,44,0
2,4,621.75,621.75,0,4,0,35,0
1,8,43262.33,43262.33,101801.27,13,3,54,0
1,1,3279.98,3279.98,0,1,6,34,0
1,1,36167.91,36167.91,0,1,8,49,0
1,3,300288.61,300288.61,1790215,3,1,39,0
1,2,25523.95,25523.95,0,2,0,61,0
1,1,55559.96,55559.96,0,1,8,45,0
1,1,17234.37,17234.37,0,2,0,63,0
2,1,916.64,916.64,0,2,0,43,0
2,2,638.56,638.56,0,2,0,43,0
2,1,77011.47,77011.47,0,1,0,43,0
2,3,4256.14,4256.14,0,7,8,37,0
1,4,2652198.39,2652198.39,0,26,8,46,0
2,1,2065.49,2065.49,0,1,0,44,0
2,2,21968.95,21968.95,0,6,0,31,0
1,1,786.87,786.87,0,1,0,50,0
1,3,808611.14,808611.14,0,3,6,45,0
1,1,7040.39,7040.39,0,1,0,37,0
2,1,819.54,819.54,0,14,8,40,0
2,11,24918.97,24918.97,0,15,3,42,0
1,1,4177.68,4177.68,0,13,0,39,0
2,8,288475,362375.21,1288746.25,54,4,43,0
1,3,612.35,612.35,0,3,0,47,0
2,1,4663.96,4663.96,0,1,0,46,0
1,1,6975.35,6975.35,0,1,0,42,0
1,17,46007.92,46007.92,0,24,4,49,0
1,6,26752.09,90627.15,0,40,8,62,1
2,1,52732.56,52732.56,0,1,0,40,0
1,5,11266.41,11266.41,0,18,4,38,0
1,5,64434.5,119697.28,56275.54,6,8,60,0
2,5,28725.07,231961.92,0,15,8,37,1
1,8,31307.28,327584.41,0,20,0,43,1
2,3,19864.86,19864.86,0,4,0,43,0
1,2,59773.74,59773.74,0,2,0,51,0
2,2,755.97,755.97,0,2,0,41,0
2,27,66777.98,66777.98,0,91,4,40,0
2,2,1522.24,370967.9,0,3,4,37,1
2,10,92954.14,2929430.05,0,26,4,43,1
1,1,910.02,910.02,0,1,0,38,0
2,7,35689.22,35689.22,0,8,0,43,0
2,23,14703.7,14703.7,0,49,8,70,0
1,3,224709.38,224709.38,0,3,0,61,0
1,6,40261.84,486496.26,0,10,8,62,1
1,1,17156.46,17156.46,0,1,3,47,0
2,3,16659.63,16659.63,0,3,0,44,0
1,7,4458.34,4458.34,0,8,8,57,0
1,5,60054.1,60054.1,0,5,8,52,0
1,6,4147.85,4147.85,0,10,8,59,0
1,1,18399.07,18399.07,0,1,0,47,0
1,8,230336.93,230336.93,0,21,8,66,0
1,6,1389.67,1389.67,0,9,3,57,0
1,8,18361.65,166648.93,0,12,8,64,1
1,5,1028903.02,1028903.02,0,7,3,63,0
2,1,7776.14,7776.14,0,2,0,48,0
1,1,1694.11,1694.11,0,1,0,42,0
1,3,6292.73,6292.73,0,3,0,38,0
1,5,523084.35,523084.35,0,7,8,60,0
1,11,33730.16,33730.16,0,14,4,44,0
1,7,379892.35,379892.35,0,12,0,60,0
1,12,205698.67,205698.67,0,15,3,55,0
1,5,0.14,0.14,0,31,8,64,0
2,3,82749.74,82749.74,0,4,8,50,0
2,3,16552.66,16552.66,0,3,4,43,0
2,19,62398.49,2400045.43,0,59,8,47,1
2,5,33660.54,33660.54,0,8,8,36,0
1,4,113655.65,113655.65,0,4,4,30,0
1,2,112.58,501911.55,0,7,3,59,1
2,1,7069.5,7069.5,0,2,0,40,0
1,4,659.46,659.46,0,8,8,42,0
2,1,5.16,5.16,0,7,0,38,0
2,1,424092.15,424092.15,0,2,0,61,0
2,17,11154.13,11154.13,0,18,8,32,0
2,9,110233.05,110233.05,0,56,6,36,0
2,1,1214.14,1214.14,0,1,0,42,0
2,2,55622.33,55622.33,0,2,4,42,0
2,5,39648.42,39648.42,251791.81,8,0,33,0
2,1,2022.83,2022.83,0,1,0,54,0
2,44,512521.51,1112521.51,0,65,3,36,0
2,3,731.89,731.89,0,3,0,58,0
2,10,6844.66,6844.66,0,15,4,35,0
1,7,66.33,66.33,0,10,0,45,0
1,2,142177.81,142177.81,0,2,4,46,0
1,1,1829.48,1829.48,0,1,2,47,0
1,1,1973.18,1973.18,0,1,0,46,0
1,2,870008.89,870008.89,5077805,2,8,44,0
1,1,32806.62,32806.62,0,1,0,36,0
2,11,14128.98,14128.98,0,21,8,43,0
1,4,44031.3,44031.3,0,5,0,39,0
2,2,26431.44,26431.44,0,2,0,45,0
1,1,1457.97,1457.97,583684.71,2,0,36,0
2,8,32639.55,32639.55,0,9,8,42,0
2,1,635.62,635.62,0,1,0,44,0
2,3,5311.24,8678.56,0,12,3,53,1
1,3,221.96,221.96,0,3,8,38,0
2,2,134550,134550,0,6,8,79,0
1,2,49689.46,49689.46,0,8,0,36,0
2,1,20777.08,20777.08,0,1,0,38,0
1,4,201668.49,201668.49,0,24,8,41,0
1,1,1181.91,1181.91,0,1,2,34,0
1,2,163762.16,163762.16,0,2,0,32,0
1,2,13850.88,13850.88,2105720,2,0,51,0
1,1,1726.96,1726.96,0,1,0,57,0
1,2,16399.62,16399.62,0,4,0,48,0
1,14,10015.37,10015.37,0,96,3,41,0
1,1,16895.04,16895.04,0,1,4,44,0
1,4,4931.82,4931.82,0,33,0,70,0
1,1,15240.4,15240.4,0,1,0,57,0
1,3,2425.53,2425.53,0,13,0,75,0
2,5,339566.82,339566.82,321280,5,4,44,0
2,3,1232.66,1232.66,0,4,8,52,0
2,11,83745.24,83745.24,0,33,8,43,0
2,1,1417.47,1417.47,0,1,0,42,0
1,1,1685.2,1685.2,0,1,0,44,0
1,1,932.44,932.44,0,1,0,58,0
1,4,1594.71,1594.71,0,4,6,46,0
2,1,712.15,712.15,0,1,1,49,0
2,15,3018.22,3018.22,0,18,3,70,0
2,11,142190.07,244990.31,0,15,8,49,1
1,1,80770.71,80770.71,0,1,8,35,0
1,2,11450.87,11450.87,0,2,0,42,0
2,17,167079.9,167079.9,0,21,1,44,0
2,2,2198.22,2198.22,0,2,0,51,0
2,4,28424.96,28424.96,0,38,8,37,0
1,1,1454.4,1454.4,0,1,0,42,0
1,1,2821.35,2821.35,0,1,0,42,0
2,1,39774.14,39774.14,0,1,0,79,0
2,13,2455421.05,2625837.73,0,64,8,53,0
1,2,3180.58,3180.58,0,8,2,41,0
2,1,37320.63,37320.63,0,1,2,39,0
1,10,5969.66,5969.66,0,32,3,40,0
2,5,106864.2,106864.2,0,11,4,43,0
1,3,37790.08,37790.08,0,4,4,47,0
2,6,165404.08,165404.08,0,6,8,67,0
2,8,7574.31,7574.31,492005.72,9,8,57,0
1,1,6465.6,6465.6,0,1,4,31,0
2,6,3880.83,3880.83,0,6,4,45,0
2,1,653.67,653.67,0,1,0,61,0
1,1,11186.75,11186.75,231540.26,1,0,42,0
2,14,173700.8,274346.29,0,34,8,50,1
2,1,62750.15,62750.15,0,2,0,42,0
2,3,510111.99,517781.97,0,3,0,39,0
2,1,145595.68,145595.68,0,1,4,42,0
2,3,65869.79,65869.79,0,3,8,42,0
2,9,2414.3,2414.3,0,12,2,50,0
2,14,95750.86,95750.86,0,46,0,55,0
1,2,1061.78,1061.78,0,2,0,49,0
1,2,2984.32,2984.32,0,2,0,45,0
2,4,69206.31,69206.31,1903901.33,4,1,36,0
1,3,5122.14,5122.14,90564.21,7,8,42,0
1,3,96205,715567.19,0,4,4,50,1
1,9,443194.73,443194.73,0,23,8,46,0
2,4,710.75,710.75,0,5,2,43,0
2,1,11526.27,11526.27,0,1,0,40,0
2,11,279183.41,279183.41,0,29,0,40,0
2,5,43129.12,75273.78,0,5,3,33,0
1,4,95821.58,95821.58,0,7,2,48,0
1,1,5240.08,5240.08,0,3,8,43,0
1,8,815.4,815.4,0,13,4,48,0
1,16,37888.58,63108.41,0,28,4,47,0
2,5,1853.72,1853.72,0,5,4,42,0
2,2,4952.81,4952.81,0,2,0,113,0
1,3,10800.76,10800.76,0,4,3,37,0
1,1,889.82,889.82,0,1,4,48,0
2,7,70559.01,70559.01,0,14,0,68,0
2,1,3932.67,3932.67,0,2,8,47,0
2,2,5593.55,5593.55,0,2,0,53,0
1,15,25202.25,25202.25,0,50,8,42,0
2,5,301930.09,803398.2,0,6,4,45,1
1,7,10475.41,10475.41,0,8,8,37,0
2,10,149769.95,942017.1,0,25,8,49,1
2,12,1134.67,1134.67,0,39,8,36,0
1,2,10938.13,10938.13,0,8,0,40,0
2,38,681830.92,682915.26,221430,165,8,48,0
1,1,4411.59,4411.59,0,1,8,40,0
1,1,877.7,877.7,0,2,1,54,0
2,10,52054.96,52054.96,0,16,8,45,0
2,8,323223.79,323223.79,0,8,0,49,0
1,1,2152.1,2152.1,0,1,0,53,0
1,1,900.85,900.85,0,1,0,43,0
1,5,5180.34,5180.34,0,6,8,36,0
2,2,8571.8,8571.8,0,2,0,49,0
1,2,2517.73,2517.73,0,2,0,43,0
2,1,737.73,737.73,0,4,3,50,0
2,1,624.89,624.89,0,1,0,36,0
2,2,820.68,820.68,0,2,0,44,0
2,1,39327.13,39327.13,0,4,3,41,0
1,6,24055.11,24055.11,2502250,6,1,48,0
1,1,74574.49,74574.49,0,1,0,54,0
1,1,514.64,514.64,0,1,0,66,0
2,15,599696.94,599696.94,0,52,4,49,0
2,2,5151.64,5151.64,0,2,0,33,0
2,18,108071.32,965948.5,0,154,4,32,1
1,1,7126.53,7126.53,0,1,8,57,0
2,12,272510.56,2772510.56,0,69,8,37,1
1,2,170831.96,170831.96,1027252.5,2,1,39,0
2,1,1415.59,1415.59,0,1,0,42,0
1,1,10945.85,10945.85,0,1,8,46,0
2,16,253063.59,1766775.4,0,39,4,43,1
2,1,853.16,853.16,0,1,0,41,0
2,2,958.1,958.1,0,2,0,45,0
2,2,106417.68,106417.68,0,4,0,59,0
1,1,1341.29,1341.29,0,1,6,51,0
1,1,4462.67,4462.67,0,1,0,46,0
2,1,4505.79,4505.79,0,2,0,46,0
2,1,7675.11,7675.11,0,1,0,39,0
1,4,3386.44,1003386.44,0,4,4,60,1
1,2,793.27,793.27,0,2,8,49,0
1,2,1474.54,1474.54,0,6,0,45,0
2,5,8177.16,190821.74,0,24,2,45,1
2,2,4538.1,12208.08,0,2,2,38,0
1,5,1834087.09,1834087.09,2916312.5,11,8,44,0
2,3,984.03,984.03,0,3,4,37,0
1,2,5349.85,5349.85,0,2,0,47,0
1,2,6844.9,6844.9,0,2,4,45,0
1,11,668170.12,668170.12,0,59,4,48,0
1,6,861265.33,861265.33,4327127.5,14,1,49,0
1,6,20764.35,20764.35,0,25,0,37,0
1,8,561.4,561.4,0,8,3,46,0
1,5,3461.15,3461.15,0,5,4,59,0
1,3,6836.01,6836.01,713617.18,3,8,49,0
2,2,1308.19,1308.19,0,6,4,44,0
1,1,12255.68,12255.68,0,1,4,50,0
1,8,236.6,1158.59,0,17,8,41,0
1,5,314897.64,314897.64,0,5,3,56,0
2,2,1279.8,1279.8,0,4,0,45,0
1,2,9455.63,9455.63,0,3,8,39,0
2,18,346491.91,346491.91,0,48,4,57,0
2,10,71294.57,1609077.12,0,23,3,46,1
1,6,71339.08,71339.08,0,9,4,34,0
1,1,608.51,608.51,0,1,0,34,0
1,1,44.35,10324.59,0,2,0,49,0
1,2,951.86,951.86,0,2,0,42,0
1,1,798.26,798.26,0,1,0,36,0
1,1,5211.17,5211.17,0,1,0,54,0
2,2,107146.07,107146.07,0,4,3,39,0
2,2,7165.32,7165.32,0,3,3,24,0
1,1,8822.53,8822.53,0,1,0,75,0
1,11,1196.51,1196.51,0,27,4,46,0
1,13,10479.51,10479.51,0,26,8,38,0
1,0,0,0,0,2,2,48,0
1,7,358791.61,358791.61,4345186.54,7,8,40,0
2,13,69318.15,69318.15,0,52,8,52,0
1,2,5950.22,5950.22,0,2,0,38,0
2,1,12.45,12.45,0,2,0,22,0
2,2,489.32,219909.61,0,2,8,43,0
2,9,520808.85,3537991.2,0,30,0,46,1
1,2,833.17,833.17,0,2,0,49,0
1,2,76659.55,76659.55,0,8,0,38,0
2,3,651.84,651.84,0,3,2,39,0
1,5,24671.88,24671.88,0,10,0,71,0
1,5,23679.94,649083.77,0,23,8,59,1
2,3,994.84,994.84,0,6,0,74,0
1,9,2188.75,2188.75,0,20,8,50,0
2,2,4863.66,4863.66,0,2,8,58,0
2,5,520486.05,1937701,0,25,8,47,1
2,3,8897.03,8897.03,0,4,8,42,0
1,1,5411.71,5411.71,0,1,0,39,0
2,6,37986.42,178717.9,0,18,8,39,1
1,4,1688.2,1688.2,0,9,2,38,0
2,3,1524.15,1524.15,0,3,0,38,0
2,22,86879.98,1289397.1,0,70,3,51,1
2,3,256262.05,1326809.31,0,3,2,37,1
2,2,1039.96,1039.96,0,2,0,43,0
1,1,2890.3,2890.3,0,1,8,42,0
2,11,38199.49,38199.49,0,13,8,46,0
2,2,7752.2,7752.2,0,5,0,37,0
2,13,485548.92,485548.92,0,28,8,38,0
1,3,9490.61,311071.98,0,18,8,40,1
2,10,67578.39,645201.62,0,52,0,47,1
1,9,1719.05,1719.05,0,31,8,54,0
1,8,69013.39,69013.39,1833342.48,12,3,38,0
2,1,503.83,503.83,0,1,0,37,0
1,1,1571.81,1571.81,0,1,0,57,0
1,3,24962.86,24962.86,1058431.49,3,8,46,0
2,9,9419.73,9419.73,0,9,3,47,0
2,1,8252.19,8252.19,0,1,4,59,0
2,1,3266.22,3266.22,0,1,3,50,0
1,2,5224.66,5224.66,701983.33,2,1,44,0
1,5,15014.06,116232.35,0,6,4,54,1
2,4,121847.69,121847.69,0,4,0,54,0
2,5,132.72,132.72,0,5,8,44,0
1,5,5267.29,5267.29,1196152.64,5,3,57,0
1,2,151555.7,151555.7,0,2,8,50,0
2,2,1028.89,1028.89,0,2,0,43,0
2,8,240730.59,240730.59,0,22,8,50,0
1,2,921.71,921.71,0,2,0,53,0
2,7,163919.58,248459.76,0,8,4,55,1
1,1,3174.7,3174.7,0,1,0,58,0
1,1,504.54,504.54,0,1,0,61,0
2,15,110290.23,110816.04,0,47,4,46,0
1,1,945.4,945.4,0,1,0,43,0
1,8,300200.11,300200.11,0,18,4,36,0
